03.MMHAP34FRA.seq	DNA segment, 03.MMHAP34FRA.seq
D14Mit95	DNA segment, Chr 14, Massachusetts Institute of Technology 95
D14Mit97	DNA segment, Chr 14, Massachusetts Institute of Technology 97
D14Nds5	DNA segment, Chr 14, Nuffield Department of Surgery 5
D14Rp4e	DNA segment, Chr 14, Roswell Park-4, expressed
D14Sut1e	DNA segment, Chr 14, Sutcliffe 1, expressed
D15Abb1e	DNA segment, Chr 15, Abbott 1 expressed
D15Aus76rse	DNA segment, Chr 15, Austin-76 related sequence expressed
D15Bwg0213e	DNA segment, Chr 15, Brigham & Women's Genetics 0213 expressed
D15Bwg0340e	DNA segment, Chr 15, Brigham & Women's Genetics 0340 expressed
D15Byu21	DNA segment, Chr 15, Brigham Young University 21
D15Citb1	DNA segment, Chr 15, California Institute of Technology, Biology Department 1
D15Ertd136e	DNA segment, Chr 15, ERATO Doi 136, expressed
D15Ertd154e	DNA segment, Chr 15, ERATO Doi 154, expressed
D15Ertd180e	DNA segment, Chr 15, ERATO Doi 180, expressed
D15Ertd181e	DNA segment, Chr 15, ERATO Doi 181, expressed
D15Ertd244e	DNA segment, Chr 15, ERATO Doi 244, expressed
D15Ertd271e	DNA segment, Chr 15, ERATO Doi 271, expressed
D15Ertd30e	DNA segment, Chr 15, ERATO Doi 30, expressed
D15Ertd320e	DNA segment, Chr 15, ERATO Doi 320, expressed
D15Ertd430e	DNA segment, Chr 15, ERATO Doi 430, expressed
D15Ertd489e	DNA segment, Chr 15, ERATO Doi 489, expressed
D15Ertd492e	DNA segment, Chr 15, ERATO Doi 492, expressed
D15Ertd509e	DNA segment, Chr 15, ERATO Doi 509, expressed
D15Ertd50e	DNA segment, Chr 15, ERATO Doi 50, expressed
D15Ertd529e	DNA segment, Chr 15, ERATO Doi 529, expressed
D15Ertd556e	DNA segment, Chr 15, ERATO Doi 556, expressed
D15Ertd55e	DNA segment, Chr 15, ERATO Doi 55, expressed
D15Ggc1e	DNA segment, Chr 15, G. Consalez 1, expressed
D15Ggc2e	DNA segment, Chr 15, G. Consalez 2, expressed
D15Ggc3e	DNA segment, Chr 15, G. Consalez 3, expressed
D15Gsk2	DNA segment, Chr 15, GlaxoSmithKline 2
D15Gsk3	DNA segment, Chr 15, GlaxoSmithKline 3
D15H22S992E	DNA segment, Chr 15, human D22S992E
D15Jor1	DNA segment, Chr 15, Barbara Jordan 1
D15Kus1	DNA segment, Chr 15, Kusakabe 1
D15Kus2	DNA segment, Chr 15, Kusakabe 2
D15Kus3	DNA segment, Chr 15, Kusakabe 3
D15Kus4	DNA segment, Chr 15, Kusakabe 4
D15Kus5	DNA segment, Chr 15, Kusakabe 5
D15Mgi29	DNA Segment, Chr 15, Mouse Genome Informatics 29
D15Mgi30	DNA Segment, Chr 15, Mouse Genome Informatics 30
D15Mit10	DNA segment, Chr 15, Massachusetts Institute of Technology 10
D15Mit100	DNA segment, Chr 15, Massachusetts Institute of Technology 100
D15Mit105	DNA segment, Chr 15, Massachusetts Institute of Technology 105
D15Mit107	DNA segment, Chr 15, Massachusetts Institute of Technology 107
D15Mit108	DNA segment, Chr 15, Massachusetts Institute of Technology 108
D15Mit109	DNA segment, Chr 15, Massachusetts Institute of Technology 109
D15Mit11	DNA segment, Chr 15, Massachusetts Institute of Technology 11
D15Mit110	DNA segment, Chr 15, Massachusetts Institute of Technology 110
D15Mit111	DNA segment, Chr 15, Massachusetts Institute of Technology 111
D15Mit112	DNA segment, Chr 15, Massachusetts Institute of Technology 112
D15Mit117	DNA segment, Chr 15, Massachusetts Institute of Technology 117
D15Mit119	DNA segment, Chr 15, Massachusetts Institute of Technology 119
D15Mit12	DNA segment, Chr 15, Massachusetts Institute of Technology 12
D15Mit126	DNA segment, Chr 15, Massachusetts Institute of Technology 126
D15Mit13	DNA segment, Chr 15, Massachusetts Institute of Technology 13
D15Mit132	DNA segment, Chr 15, Massachusetts Institute of Technology 132
D15Mit134	DNA segment, Chr 15, Massachusetts Institute of Technology 134
D15Mit135	DNA segment, Chr 15, Massachusetts Institute of Technology 135
D15Mit136	DNA segment, Chr 15, Massachusetts Institute of Technology 136
D15Mit14	DNA segment, Chr 15, Massachusetts Institute of Technology 14
D15Mit143	DNA segment, Chr 15, Massachusetts Institute of Technology 143
D15Mit144	DNA segment, Chr 15, Massachusetts Institute of Technology 144
D15Mit145	DNA segment, Chr 15, Massachusetts Institute of Technology 145
D15Mit148	DNA segment, Chr 15, Massachusetts Institute of Technology 148
D15Mit15	DNA segment, Chr 15, Massachusetts Institute of Technology 15
D15Mit152	DNA segment, Chr 15, Massachusetts Institute of Technology 152
D15Mit159	DNA segment, Chr 15, Massachusetts Institute of Technology 159
D15Mit160	DNA segment, Chr 15, Massachusetts Institute of Technology 160
D15Mit161	DNA segment, Chr 15, Massachusetts Institute of Technology 161
D15Mit162	DNA segment, Chr 15, Massachusetts Institute of Technology 162
D15Mit163	DNA segment, Chr 15, Massachusetts Institute of Technology 163
D15Mit167	DNA segment, Chr 15, Massachusetts Institute of Technology 167
D15Mit171	DNA segment, Chr 15, Massachusetts Institute of Technology 171
D15Mit173	DNA segment, Chr 15, Massachusetts Institute of Technology 173
D15Mit174	DNA segment, Chr 15, Massachusetts Institute of Technology 174
D15Mit184	DNA segment, Chr 15, Massachusetts Institute of Technology 184
D15Mit188a	DNA segment, Chr 15, Massachusetts Institute of Technology 188a
D15Mit196	DNA segment, Chr 15, Massachusetts Institute of Technology 196
D15Mit198	DNA segment, Chr 15, Massachusetts Institute of Technology 198
D15Mit20	DNA segment, Chr 15, Massachusetts Institute of Technology 20
D15Mit202	DNA segment, Chr 15, Massachusetts Institute of Technology 202
D15Mit207	DNA segment, Chr 15, Massachusetts Institute of Technology 207
D15Mit208	DNA segment, Chr 15, Massachusetts Institute of Technology 208
D15Mit212	DNA segment, Chr 15, Massachusetts Institute of Technology 212
D15Mit216	DNA segment, Chr 15, Massachusetts Institute of Technology 216
D15Mit218	DNA segment, Chr 15, Massachusetts Institute of Technology 218
D15Mit22	DNA segment, Chr 15, Massachusetts Institute of Technology 22
D15Mit221	DNA segment, Chr 15, Massachusetts Institute of Technology 221
D15Mit224	DNA Segment, Chr 15, Massachusetts Institute of Technology 224
D15Mit226	DNA Segment, Chr 15, Massachusetts Institute of Technology 226
D15Mit231	DNA Segment, Chr 15, Massachusetts Institute of Technology 231
D15Mit237	DNA Segment, Chr 15, Massachusetts Institute of Technology 237
D15Mit239	DNA Segment, Chr 15, Massachusetts Institute of Technology 239
D15Mit241	DNA Segment, Chr 15, Massachusetts Institute of Technology 241
D15Mit242	DNA Segment, Chr 15, Massachusetts Institute of Technology 242
D15Mit243	DNA Segment, Chr 15, Massachusetts Institute of Technology 243
D15Mit244	DNA Segment, Chr 15, Massachusetts Institute of Technology 244
D15Mit25	DNA segment, Chr 15, Massachusetts Institute of Technology 25
D15Mit251	DNA Segment, Chr 15 Massachusetts Institute of Technology 251
D15Mit261	DNA Segment, Chr 15 Massachusetts Institute of Technology 261
D15Mit262	DNA Segment, Chr 15 Massachusetts Institute of Technology 262
D15Mit263	DNA Segment, Chr 15 Massachusetts Institute of Technology 263
D15Mit266	DNA Segment, Chr 15, Massachusetts Institute of Technology 266
D15Mit270	DNA Segment, Chr 15, Massachusetts Institute of Technology 270
D15Mit272	DNA Segment, Chr 15, Massachusetts Institute of Technology 272
D15Mit33	DNA segment, Chr 15, Massachusetts Institute of Technology 33
D15Mit37	DNA segment, Chr 15, Massachusetts Institute of Technology 37
D15Mit40	DNA segment, Chr 15, Massachusetts Institute of Technology 40
D15Mit41	DNA segment, Chr 15, Massachusetts Institute of Technology 41
D15Mit44	DNA segment, Chr 15, Massachusetts Institute of Technology 44
D15Mit46	DNA segment, Chr 15, Massachusetts Institute of Technology 46
D15Mit51	DNA segment, Chr 15, Massachusetts Institute of Technology 51
D15Mit57	DNA segment, Chr 15, Massachusetts Institute of Technology 57
D15Mit58	DNA segment, Chr 15, Massachusetts Institute of Technology 58
D15Mit61	DNA segment, Chr 15, Massachusetts Institute of Technology 61
D15Mit62	DNA segment, Chr 15, Massachusetts Institute of Technology 62
D15Mit64	DNA segment, Chr 15, Massachusetts Institute of Technology 64
D15Mit65	DNA segment, Chr 15, Massachusetts Institute of Technology 65
D15Mit66	DNA segment, Chr 15, Massachusetts Institute of Technology 66
D15Mit67	DNA segment, Chr 15, Massachusetts Institute of Technology 67
D15Mit7	DNA segment, Chr 15, Massachusetts Institute of Technology 7
D15Mit71	DNA segment, Chr 15, Massachusetts Institute of Technology 71
D15Mit72	DNA segment, Chr 15, Massachusetts Institute of Technology 72
D15Mit73	DNA segment, Chr 15, Massachusetts Institute of Technology 73
D15Mit75	DNA segment, Chr 15, Massachusetts Institute of Technology 75
D15Mit79	DNA segment, Chr 15, Massachusetts Institute of Technology 79
D15Mit80	DNA segment, Chr 15, Massachusetts Institute of Technology 80
D15Mit81	DNA segment, Chr 15, Massachusetts Institute of Technology 81
D15Mit88	DNA segment, Chr 15, Massachusetts Institute of Technology 88
D15Mit96	DNA segment, Chr 15, Massachusetts Institute of Technology 96
D15N10	DNA segment, Ch 15, NIH 10
D15N11	DNA segment, Ch 15, NIH 11
D15N3	DNA segment, Chr 15, NIH 3
D15N4	DNA segment, Chr 15, NIH 4
D15N5	DNA segment, Chr 15, NIH 5
D15N6	DNA segment, Chr 15, NIH 6
D15N7	DNA segment, Chr 15, NIH 7
D15N8	DNA segment, Chr 15, NIH 8
D15N9	DNA segment, Ch 15, NIH 9
D15Nds1	DNA segment, Chr 15, Nuffield Department of Surgery 1
D15Nds2	DNA segment, Chr 15, Nuffield Department of Surgery 2
D15Uci1e	DNA segment, Chr 15, University of California, Irvine 1, expressed
D15Wsu126e	DNA segment, Chr 15, Wayne State University 126, expressed
D15Wsu192e	DNA segment, Chr 15, Wayne State University 192, expressed
D16Bwg1168e	DNA segment, Chr 16, Brigham & Women's Genetics 1168 expressed
D16Bwg1278e	DNA segment, Chr 16, Brigham & Women's Genetics 1278 expressed
D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed
D16Ertd519e	DNA segment, Chr 16, ERATO Doi 519, expressed
D16Ertd534e	DNA segment, Chr 16, ERATO Doi 534, expressed
D16Ertd550e	DNA segment, Chr 16, ERATO Doi 550, expressed
D16Ertd6e	DNA segment, Chr 16, ERATO Doi 6, expressed
D16Ertd727e	DNA segment, Chr 16, ERATO Doi 727, expressed
D16Ertd778e	DNA segment, Chr 16, ERATO Doi 778, expressed
D16Ertd779e	DNA segment, Chr 16, ERATO Doi 779, expressed
D16Ertd780e	DNA segment, Chr 16, ERATO Doi 780, expressed
D16Ertd803e	DNA segment, Chr 16, ERATO Doi 803, expressed
D16Ertd88e	DNA segment, Chr 16, ERATO Doi 88, expressed
D16Ggc1e	DNA segment, Chr 16, G. Consalez 1, expressed
D16Ggc2e	DNA segment, Chr 16, G. Consalez 2, expressed
D16H21S16	DNA segment, Chr 16, human D21S16
D16H21S337E	DNA segment, Chr 16, human D21S337, expressed
D16H21S52	DNA segment, Chr 16, human D21S52
D16Ium11e	DNA segment, Chr 16, Indiana University Medical 11, expressed
D16Ium12e	DNA segment, Chr 16, Indiana University Medical 12, expressed
D16Ium13e	DNA segment, Chr 16, Indiana University Medical 13, expressed
D16Ium14e	DNA segment, Chr 16, Indiana University Medical 14, expressed
D16Ium15e	DNA segment, Chr 16, Indiana University Medical 15, expressed
D16Ium17e	DNA segment, Chr 16, Indiana University Medical 17, expressed
D16Ium19e	DNA segment, Chr 16, Indiana University Medical 19, expressed
D16Ium20e	DNA segment, Chr 16, Indiana University Medical 20, expressed
D16Ium23e	DNA segment, Chr 16, Indiana University Medical 23, expressed
D16Ium25e	DNA segment, Chr 16, Indiana University Medical 25, expressed
D16Ium27e	DNA segment, Chr 16, Indiana University Medical 27, expressed
D16Ium28e	DNA segment, Chr 16, Indiana University Medical 28, expressed
D16Ium29e	DNA segment, Chr 16, Indiana University Medical 29, expressed
D16Ium30e	DNA segment, Chr 16, Indiana University Medical 30, expressed
D16Ium31e	DNA segment, Chr 16, Indiana University Medical 31, expressed
D16Ium32e	DNA segment, Chr 16, Indiana University Medical 32, expressed
D16Ium33e	DNA segment, Chr 16, Indiana University Medical 33, expressed
D16Ium34e	DNA segment, Chr 16, Indiana University Medical 34, expressed
D16Ium35e	DNA segment, Chr 16, Indiana University Medical 35, expressed
D16Ium36e	DNA segment, Chr 16, Indiana University Medical 36, expressed
D16Ium37e	DNA segment, Chr 16, Indiana University Medical 37, expressed
D16Ium38e	DNA segment, Chr 16, Indiana University Medical 38, expressed
D16Ium39e	DNA segment, Chr 16, Indiana University Medical 39, expressed
D16Ium40	DNA segment, Chr 16, Indiana University Medical 40
D16Ium41	DNA segment, Chr 16, Indiana University Medical 41
D16Ium42	DNA segment, Chr 16, Indiana University Medical 42
D16Ium43	DNA segment, Chr 16, Indiana University Medical 43
D16Ium44	DNA segment, Chr 16, Indiana University Medical 44
D16Ium45	DNA segment, Chr 16, Indiana University Medical 45
D16Ium46	DNA segment, Chr 16, Indiana University Medical 46
D16Ium47	DNA segment, Chr 16, Indiana University Medical 47
D16Ium48	DNA segment, Chr 16, Indiana University Medical 48
D16Ium49	DNA segment, Chr 16, Indiana University Medical 49
D16Ium50	DNA segment, Chr 16, Indiana University Medical 50
D16Ium51	DNA segment, Chr 16, Indiana University Medical 51
D16Ium52	DNA segment, Chr 16, Indiana University Medical 52
D16Ium53	DNA segment, Chr 16, Indiana University Medical 53
D16Ium54	DNA segment, Chr 16, Indiana University Medical 54
D16Ium55	DNA segment, Chr 16, Indiana University Medical 55
D16Ium56	DNA segment, Chr 16, Indiana University Medical 56
D16Ium57	DNA segment, Chr 16, Indiana University Medical 57
D16Ium58	DNA segment, Chr 16, Indiana University Medical 58
D16Ium59	DNA segment, Chr 16, Indiana University Medical 59
D16Ium5e	DNA segment, Chr 16, Indiana University Medical 5, expressed
D16Ium60	DNA segment, Chr 16, Indiana University Medical 60
D16Ium61	DNA segment, Chr 16, Indiana University Medical 61
D16Ium62	DNA segment, Chr 16, Indiana University Medical 62
D16Ium63	DNA segment, Chr 16, Indiana University Medical 63
D16Ium64	DNA segment, Chr 16, Indiana University Medical 64
D16Ium65	DNA segment, Chr 16, Indiana University Medical 65
D16Ium66	DNA segment, Chr 16, Indiana University Medical 66
D16Ium67	DNA segment, Chr 16, Indiana University Medical 67
D16Ium68	DNA segment, Chr 16, Indiana University Medical 68
D16Ium69	DNA segment, Chr 16, Indiana University Medical 69
D16Ium6e	DNA segment, Chr 16, Indiana University Medical 6, expressed
D16Ium70	DNA segment, Chr 16, Indiana University Medical 70
D16Ium71	DNA segment, Chr 16, Indiana University Medical 71
D16Ium72	DNA segment, Chr 16, Indiana University Medical 72
D16Ium73	DNA segment, Chr 16, Indiana University Medical 73
D16Ium74	DNA segment, Chr 16, Indiana University Medical 74
D16Ium75	DNA segment, Chr 16, Indiana University Medical 75
D16Ium76	DNA segment, Chr 16, Indiana University Medical 76
D16Ium77	DNA segment, Chr 16, Indiana University Medical 77
D16Ium7e	DNA segment, Chr 16, Indiana University Medical 7, expressed
D16Ium8e	DNA segment, Chr 16, Indiana University Medical 8, expressed
D16Ium9e	DNA segment, Chr 16, Indiana University Medical 9, expressed
D16J2	DNA segment, Chr 16, Jackson Laboratory 2
D16Jhu11e	DNA segment, Chr 16, Johns Hopkins University 11, expressed
D16Jhu21	DNA segment, Chr 16, Johns Hopkins University 21
D16Jhu21e	DNA segment, Chr 16, Johns Hopkins University 21, expressed
D16Jhu23e	DNA segment, Chr 16, Johns Hopkins University 23, expressed
D16Jhu24	DNA segment, Chr 16, Johns Hopkins University 24
D16Jhu25	DNA segment, Chr 16, Johns Hopkins University 25
D16Jhu26	DNA segment, Chr 16, Johns Hopkins University 26
D16Jhu27	DNA segment, Chr 16, Johns Hopkins University 27
D16Jhu28	DNA segment, Chr 16, Johns Hopkins University 28
D16Jhu29	DNA segment, Chr 16, Johns Hopkins University 29
D16Jhu30	DNA segment, Chr 16, Johns Hopkins University 30
D16Jhu31e	DNA segment, Chr 16, Johns Hopkins University 31, expressed
D16Jhu33	DNA segment, Chr 16, Johns Hopkins University 33
D16Jhu35	DNA segment, Chr 16, Johns Hopkins University 35
D16Jhu36	DNA segment, Chr 16, Johns Hopkins University 36
D16Jhu37	DNA segment, Chr 16, Johns Hopkins University 37
D16Jhu38	DNA segment, Chr 16, Johns Hopkins University 38
D16Jhu40	DNA segment, Chr 16, Johns Hopkins University 40
D16Jhu41	DNA segment, Chr 16, Johns Hopkins University 41
D16Jhu42	DNA segment, Chr 16, Johns Hopkins University 42
D16Jhu45	DNA segment, Chr 16, Johns Hopkins University 45
D16Jhu46	DNA segment, Chr 16, Johns Hopkins University 46
D16Jhu47	DNA segment, Chr 16, Johns Hopkins University 47
D16Jhu48	DNA segment, Chr 16, Johns Hopkins University 48
D16Jhu49	DNA segment, Chr 16, Johns Hopkins University 49
D16Jhu50	DNA segment, Chr 16, Johns Hopkins University 50
D16Jhu51	DNA segment, Chr 16, Johns Hopkins University 51
D16Jhu52	DNA segment, Chr 16, Johns Hopkins University 52
D16Jhu53	DNA segment, Chr 16, Johns Hopkins University 53
D16Jhu54	DNA segment, Chr 16, Johns Hopkins University 54
D16Jhu55	DNA segment, Chr 16, Johns Hopkins University 55
D16Jhu56	DNA segment, Chr 16, Johns Hopkins University 56
D16Jhu57	DNA segment, Chr 16, Johns Hopkins University 57
D16Jhu58e	DNA segment, Chr 16, Johns Hopkins University 58, expressed
D16Jhu59	DNA segment, Chr 16, Johns Hopkins University 59
D16Jhu60	DNA segment, Chr 16, Johns Hopkins University 60
D16Jhu61	DNA segment, Chr 16, Johns Hopkins University 61
D16Jhu62	DNA segment, Chr 16, Johns Hopkins University 62
D16Jhu63	DNA segment, Chr 16, Johns Hopkins University 63
D16Jhu64	DNA segment, Chr 16, Johns Hopkins University 64
D16Jhu65	DNA segment, Chr 16, Johns Hopkins University 65
D16Jhu66	DNA segment, Chr 16, Johns Hopkins University 66
D16Jhu67	DNA segment, Chr 16, Johns Hopkins University 67
D16Jhu68	DNA segment, Chr 16, Johns Hopkins University 68
D16Jhu69	DNA segment, Chr 16, Johns Hopkins University 69
D16Jhu70	DNA segment, Chr 16, Johns Hopkins University 70
D16Jhu71	DNA segment, Chr 16, Johns Hopkins University 71
D16Jhu73	DNA segment, Chr 16, Johns Hopkins University 73
D16Jhu74	DNA segment, Chr 16, Johns Hopkins University 74
D16Jhu75	DNA segment, Chr 16, Johns Hopkins University 75
D16Jhu76	DNA segment, Chr 16, Johns Hopkins University 76
D16Jhu77	DNA segment, Chr 16, Johns Hopkins University 77
D16Jhu78	DNA segment, Chr 16, Johns Hopkins University 78
D16Jhu79	DNA segment, Chr 16, Johns Hopkins University 79
D16Jhu80	DNA segment, Chr 16, Johns Hopkins University 80
D16Jhu81	DNA segment, Chr 16, Johns Hopkins University 81
D16Jhu83e	DNA segment, Chr 16, Johns Hopkins University 83, expressed
